Student_ID,Age,GPA,Attendance_Rate,Assignment_Avg,Exam_Score,LMS_Login_Frequency,Video_Engagement_Time,Forum_Interactions,Engagement_Score,Stress_Level_Index,Dropout_Risk
STD01015,20,8.57,56.09,42.99,37.41,9,10.06,0,0.78,0.27,0
STD01016,20,7.28,50.91,76.2,69.79,6,6.4,5,0.4,0.74,0
STD01017,21,5.08,95.21,88.41,80.81,20,4.3,10,0.52,0.16,0
STD01018,22,6.75,53.43,49.42,57.05,11,14.7,12,0.99,0.93,0
STD01019,21,7.37,99.59,40.9,42.22,7,12.06,19,0.4,0.17,0
STD01020,23,9.18,97.57,58.76,53.11,18,4.88,0,0.5,0.92,0
STD01021,18,6.89,56.85,75.29,85.15,4,12.79,10,0.44,0.54,0
STD01022,23,9.39,76.88,48.3,57.83,5,11.5,10,0.29,0.5,0
STD01023,23,8.05,59.25,65.57,87.78,4,4.81,7,0.59,0.98,0
STD01024,17,4.82,71.41,73.14,55.77,4,6.69,2,0.5,0.99,0
STD01025,23,9.97,53.07,75.93,45.63,13,3.2,18,0.76,0.69,0
STD01026,21,7.16,61.2,56.46,63.33,16,2.11,11,0.85,0.21,0
STD01027,19,6.35,68.16,64.0,64.4,14,10.98,5,0.64,0.56,0
STD01028,19,7.95,71.93,86.7,36.05,11,4.38,7,0.23,0.58,0
STD01029,20,4.65,98.87,96.47,42.61,2,12.39,4,0.7,0.56,0
STD01030,18,7.82,90.39,91.71,47.02,22,14.94,9,0.24,0.61,0
STD01031,18,6.99,86.87,73.86,42.38,14,1.61,15,0.69,0.12,0
STD01032,17,6.44,76.85,64.62,57.2,24,7.36,11,0.75,0.74,0
STD01033,21,9.72,92.0,59.98,97.7,24,12.13,16,0.36,0.74,0
STD01034,20,7.14,66.97,47.5,68.1,7,11.94,5,0.86,0.2,0
STD01035,18,5.31,85.44,46.39,75.79,11,11.52,8,0.93,0.61,0
STD01036,19,6.75,99.69,81.3,58.17,4,5.56,9,0.85,0.61,0
STD01037,23,9.52,65.73,55.59,56.03,7,7.08,19,0.44,0.71,0
STD01038,23,5.06,83.7,55.28,36.5,16,9.13,13,0.67,0.18,0
STD01039,20,5.28,92.22,99.89,67.52,6,14.62,13,0.93,0.66,0
STD01040,21,4.08,95.79,51.28,66.43,6,5.25,16,0.46,0.35,0
STD01041,21,4.09,85.9,48.88,45.26,2,13.89,15,0.86,0.56,0
STD01042,22,8.98,64.18,45.92,84.68,24,4.41,3,0.21,0.8,0
STD01043,25,8.39,66.31,74.79,67.02,8,14.84,1,0.2,0.74,0
STD01044,18,6.13,51.04,77.67,57.03,7,10.22,15,0.81,0.21,0
STD01045,21,8.19,88.04,61.91,44.55,24,7.22,0,0.81,0.63,0
STD01046,19,6.37,52.14,72.12,70.89,14,9.39,2,0.83,0.97,0
STD01047,20,9.72,93.23,87.3,83.93,9,4.45,10,0.94,0.24,0
STD01048,22,9.8,55.93,89.09,53.33,15,4.48,15,0.29,0.87,0
STD01049,24,6.36,58.59,97.47,49.22,22,2.15,17,0.39,0.73,0
STD01050,17,9.13,73.83,89.46,68.93,18,2.15,14,0.92,0.8,0
STD01051,24,8.64,86.89,73.89,45.1,12,5.54,8,0.34,0.35,0
STD01052,23,5.86,56.95,50.78,78.33,23,11.56,11,0.75,0.36,0
STD01053,17,5.39,72.0,45.99,74.35,19,9.32,17,0.62,0.92,0
STD01054,18,6.75,74.14,43.27,40.66,13,1.99,4,0.27,0.42,0
STD01055,19,8.69,60.61,79.99,37.37,7,12.86,7,0.43,0.16,0
STD01056,17,9.76,55.78,88.45,75.32,10,9.22,2,0.62,0.64,0
STD01057,25,8.58,91.82,70.52,54.13,10,14.43,1,0.88,0.21,0
STD01058,24,9.13,75.12,43.28,40.62,2,10.22,18,0.77,0.82,0
STD01059,18,7.62,50.72,72.13,84.36,14,3.04,7,0.7,0.68,0
STD01060,25,9.01,90.15,96.14,55.41,13,7.37,1,0.6,0.89,0
STD01061,23,8.71,99.04,75.86,64.87,22,9.9,18,0.44,0.81,0
STD01062,25,6.26,80.3,88.57,50.39,6,0.91,0,0.3,0.2,0
STD01063,22,7.31,75.19,88.01,75.78,9,0.72,12,0.53,0.44,0
STD01064,22,8.83,93.92,95.93,54.6,13,2.38,19,0.22,0.8,0
STD01065,20,4.28,97.63,86.21,97.92,9,4.15,16,0.37,0.48,0
STD01066,18,8.85,87.73,84.86,80.69,13,6.73,2,0.55,0.98,0
STD01067,23,5.07,72.27,54.05,43.89,5,7.57,8,0.53,0.76,0
STD01068,21,7.09,79.61,43.6,62.09,14,2.5,4,0.24,0.11,0
STD01069,22,8.85,85.05,71.06,60.05,5,10.26,5,0.67,0.89,0
STD01070,18,5.52,59.71,47.47,69.73,9,9.14,3,0.64,0.19,0
STD01071,21,5.47,72.36,97.73,89.73,8,4.77,16,0.26,0.23,0
STD01072,20,6.42,91.49,57.4,72.92,7,0.7,15,0.95,0.76,0
STD01073,25,9.37,82.74,91.18,39.0,8,1.63,15,0.28,0.88,0
STD01074,22,4.0,70.56,63.26,77.6,22,6.18,10,0.88,0.58,0
STD01075,18,9.41,83.17,59.39,35.54,3,2.73,1,0.2,0.36,0
STD01076,17,4.92,55.91,96.11,85.7,23,5.96,16,0.91,0.42,0
STD01077,21,9.94,70.07,61.8,78.33,24,9.61,14,0.22,0.41,0
STD01078,25,9.73,89.66,63.42,55.07,15,8.43,17,0.81,0.39,0
STD01079,22,6.97,61.03,46.37,54.01,8,3.85,9,0.49,0.32,0
STD01080,23,7.08,59.3,80.23,86.89,1,5.49,5,0.79,0.65,0
STD01081,21,6.89,97.54,57.33,85.92,7,9.4,15,0.52,0.91,0
STD01082,22,7.81,60.49,75.14,57.9,19,12.98,4,0.26,0.38,0
STD01083,21,4.54,63.05,75.48,54.43,2,11.42,11,0.81,0.27,0
STD01084,25,4.2,98.48,83.15,71.39,14,8.52,5,0.26,0.85,0
STD01085,22,4.35,86.74,84.71,35.54,18,5.75,13,0.94,0.77,0
STD01086,24,6.67,84.98,70.87,40.37,15,5.79,15,0.24,0.94,0
STD01087,18,5.65,92.65,59.86,43.2,14,13.25,6,0.58,0.25,0
STD01088,25,7.73,55.79,90.25,47.05,24,1.07,1,0.78,0.23,0
STD01089,21,9.95,85.3,58.59,68.28,19,14.83,5,0.51,0.59,0
STD01090,23,6.32,75.18,70.45,99.5,19,10.13,8,0.37,0.65,0
STD01091,17,7.44,91.46,64.08,77.42,22,10.38,6,0.81,0.53,0
STD01092,21,6.49,75.41,91.3,38.98,17,1.05,1,0.83,0.64,0
STD01093,18,9.08,81.01,65.92,69.16,22,9.28,18,0.94,0.26,0
STD01094,22,9.41,73.89,63.17,67.28,19,7.53,7,0.5,0.53,0
STD01095,17,9.26,73.91,81.39,44.37,16,2.03,10,0.61,0.69,0
STD01096,19,9.85,88.4,76.15,94.82,20,4.53,3,0.49,0.49,0
STD01097,21,4.17,81.43,46.43,63.65,19,13.41,15,0.41,0.71,0
STD01098,20,9.04,81.66,70.49,99.65,1,8.47,17,0.8,0.51,0
STD01099,19,8.51,72.51,84.13,62.3,19,6.49,12,0.47,0.4,0
STD01100,21,5.37,76.56,99.52,74.52,7,1.55,4,0.54,0.37,0
STD01101,24,9.74,87.29,77.75,41.81,23,10.85,1,0.52,0.47,0
STD01102,20,4.89,91.3,62.22,64.52,11,10.69,10,0.77,0.12,0
STD01103,17,8.08,84.83,53.57,50.52,5,9.4,0,0.93,0.7,0
STD01104,23,5.35,96.2,92.37,89.31,17,7.9,12,0.73,0.86,0
STD01105,24,6.59,91.02,88.87,85.95,11,6.79,4,0.58,0.42,0
STD01106,19,8.31,78.09,54.04,88.57,24,9.1,17,0.82,0.14,0
STD01107,22,7.38,83.57,52.04,82.03,8,3.88,13,0.71,0.99,0
STD01108,18,6.57,96.32,82.91,89.12,10,14.15,12,0.25,0.34,0
STD01109,23,5.96,80.96,58.9,48.05,12,9.04,6,0.28,0.21,0
STD01110,24,9.04,91.24,58.38,64.38,10,5.01,7,0.23,0.43,0
STD01111,22,4.86,84.44,49.14,79.97,13,7.02,17,0.57,0.76,0
STD01112,22,6.58,77.6,55.84,76.43,18,12.18,6,0.86,0.36,0
STD01113,21,9.42,62.09,65.65,81.56,10,2.84,19,0.45,0.62,0
STD01114,24,9.08,71.3,83.97,49.58,19,4.75,16,0.51,0.47,0
STD01115,17,6.41,98.39,60.18,41.4,20,10.35,15,0.93,0.21,0
STD01116,20,8.58,82.89,59.72,94.59,17,5.07,10,0.87,0.4,0
STD01117,20,8.94,78.22,57.09,71.41,20,11.99,18,0.73,0.75,0
STD01118,19,9.33,96.65,68.7,45.0,16,2.39,0,0.41,0.65,0
STD01119,19,7.27,79.33,50.84,86.57,5,11.56,7,0.29,0.21,0
STD01120,20,5.23,76.3,69.14,94.47,3,1.49,0,0.21,0.25,0
STD01121,17,5.53,87.97,82.25,46.02,15,0.68,8,0.29,0.68,0
STD01122,18,5.77,85.63,41.79,88.13,2,13.52,18,0.43,0.83,0
STD01123,25,7.56,59.66,40.59,95.66,13,8.93,8,0.64,0.41,0
STD01124,18,4.2,73.57,44.51,95.99,22,5.6,9,0.25,0.64,0
STD01125,21,7.82,73.63,72.14,94.42,8,3.87,10,0.31,0.25,0
STD01126,25,6.19,68.91,91.27,70.52,23,9.44,0,0.34,0.38,0
STD01127,25,5.77,75.86,40.29,58.15,17,7.88,19,0.71,0.12,0
STD01128,24,9.28,70.66,96.2,35.47,4,14.88,7,0.69,0.79,0
STD01129,17,6.76,59.97,46.38,38.96,19,14.76,19,0.64,0.46,0
STD01130,17,4.57,70.62,90.52,62.87,22,9.71,11,0.4,0.83,0
STD01131,25,8.96,53.61,68.97,60.96,9,6.92,0,0.5,0.74,0
STD01132,24,4.29,78.79,79.56,47.01,23,7.62,9,0.28,0.85,0
STD01133,25,8.36,92.68,70.64,60.71,15,10.4,3,0.38,0.36,0
STD01134,23,8.64,86.26,68.62,46.35,9,1.97,14,0.92,0.27,0
STD01135,19,6.12,68.02,90.09,90.17,24,5.26,18,0.98,0.97,0
STD01136,19,8.95,54.35,85.35,54.38,21,1.59,5,0.72,0.75,0
STD01137,18,7.09,60.11,69.0,73.91,9,1.56,4,0.93,0.85,0
STD01138,21,6.78,77.27,46.7,67.68,14,3.34,4,0.71,0.11,0
STD01139,19,4.27,60.35,46.92,38.37,23,7.54,17,0.23,0.42,1
STD01140,22,5.74,77.2,88.09,96.25,21,11.88,2,1.0,0.77,0
STD01141,18,9.59,61.58,71.76,69.27,16,7.54,1,0.28,0.17,0
STD01142,19,6.35,92.45,68.9,56.13,24,5.36,3,0.75,0.61,0
STD01143,21,7.28,69.86,80.83,45.28,23,1.69,17,0.4,0.49,0
STD01144,17,7.19,62.28,91.53,57.0,17,8.48,8,0.51,0.12,0
STD01145,17,7.54,90.62,77.73,36.33,13,4.43,18,0.72,0.31,0
STD01146,25,4.37,67.14,85.77,58.63,9,9.42,9,0.55,0.36,0
STD01147,23,6.17,55.57,85.92,69.55,15,14.67,14,0.4,0.2,0
STD01148,17,8.34,78.52,61.38,91.67,7,2.11,0,0.47,0.67,0
STD01149,24,5.2,79.08,56.44,79.68,1,3.58,10,0.47,0.32,0
STD01150,19,5.22,85.73,88.07,42.25,1,7.36,13,0.97,0.35,0
STD01151,24,4.06,62.01,62.63,44.6,5,14.54,9,0.84,0.91,0
STD01152,21,6.62,72.19,94.2,62.83,24,11.69,18,0.57,0.52,0
STD01153,17,9.3,64.12,44.18,47.72,9,13.52,15,0.36,0.45,0
STD01154,23,4.31,54.05,43.49,36.81,12,5.34,7,0.85,0.75,0
STD01155,21,5.15,93.83,95.62,87.33,6,14.88,1,0.33,0.92,0
STD01156,22,5.86,86.44,78.91,36.27,13,1.99,6,0.37,0.12,0
STD01157,22,8.39,65.07,62.78,88.99,8,1.27,18,0.49,0.5,0
STD01158,24,7.84,79.97,85.3,44.37,15,12.91,6,0.9,0.65,0
STD01159,25,6.5,60.06,80.34,98.35,6,13.95,14,0.31,0.39,0
STD01160,18,8.55,94.51,71.87,74.25,6,1.81,7,0.3,0.8,0
STD01161,25,7.66,55.75,45.93,82.77,4,2.14,13,0.6,0.97,0
STD01162,25,9.38,50.19,88.73,42.18,11,0.98,0,0.42,0.95,0
STD01163,23,8.91,75.1,91.96,91.04,21,2.02,12,0.65,0.34,0
STD01164,17,5.52,79.16,50.33,89.55,18,3.54,2,0.56,0.3,0
STD01165,23,5.63,78.95,91.03,77.44,3,14.57,5,0.55,0.96,0
STD01166,21,4.75,52.73,92.67,67.65,3,10.18,18,0.29,0.51,1
STD01167,22,6.02,65.7,72.97,81.9,12,11.79,14,0.31,0.29,0
STD01168,23,10.0,74.96,79.37,35.39,21,11.75,3,0.86,0.74,0
STD01169,21,6.43,60.83,62.93,73.51,21,8.26,2,0.91,0.36,0
STD01170,23,5.32,93.63,56.91,90.08,6,12.06,3,0.39,0.34,0
STD01171,25,8.57,54.36,83.32,58.2,21,9.14,4,0.29,0.89,0
STD01172,19,7.25,74.37,91.71,42.04,6,5.06,17,0.24,0.25,0
STD01173,24,4.9,84.57,79.24,62.36,8,8.64,9,0.69,0.16,0
STD01174,18,6.28,63.09,70.7,82.26,15,8.24,7,0.77,0.34,0
STD01175,23,6.49,81.21,49.54,41.97,18,12.44,11,0.5,0.65,0
STD01176,18,8.52,91.47,43.21,48.39,20,14.74,2,0.74,0.21,0
STD01177,20,4.12,59.52,66.74,44.59,16,6.46,17,0.77,0.52,0
STD01178,23,5.61,95.86,42.96,86.8,6,11.57,7,0.95,0.66,0
STD01179,19,7.11,77.68,74.16,39.09,21,1.95,0,0.25,0.86,0
STD01180,18,5.61,64.96,62.96,79.63,17,11.76,13,0.35,0.31,1
STD01181,23,7.77,71.54,85.43,58.82,9,5.89,12,0.25,0.84,0
STD01182,17,6.89,65.61,58.34,84.13,19,1.07,11,0.89,0.31,0
STD01183,24,6.17,86.26,75.58,97.68,18,5.77,2,0.83,0.71,0
STD01184,19,9.7,89.82,72.26,42.45,23,9.35,17,0.66,0.49,0
STD01185,18,7.79,91.65,40.28,55.44,5,2.23,12,0.27,0.2,0
STD01186,19,4.78,99.29,44.34,87.66,6,13.9,14,0.42,0.74,0
STD01187,21,7.36,89.56,57.42,52.3,12,1.63,9,0.44,0.3,0
STD01188,24,8.68,80.07,92.93,48.98,11,13.99,0,0.65,0.26,0
STD01189,23,8.25,66.96,48.82,88.65,16,10.75,5,0.41,0.42,0
STD01190,23,5.03,77.23,82.65,99.16,20,5.28,8,0.26,0.69,0
STD01191,23,9.83,52.05,98.4,71.2,17,6.17,9,0.78,0.31,0
STD01192,24,6.69,87.24,87.43,53.07,20,11.24,14,0.44,0.27,0
STD01193,17,4.95,72.3,54.58,60.91,9,9.22,8,0.56,0.11,0
STD01194,20,5.08,51.0,94.5,46.06,1,10.24,13,0.3,0.52,1
STD01195,22,4.59,53.13,45.59,84.52,3,6.14,10,0.84,0.49,0
STD01196,25,8.82,69.37,68.09,85.28,21,7.57,6,0.65,0.31,0
STD01197,18,4.73,79.17,93.25,91.88,23,14.85,1,0.92,0.15,0
STD01198,17,4.75,73.21,78.48,36.73,9,3.6,13,0.6,0.49,0
STD01199,18,9.1,80.96,64.82,71.53,22,6.56,5,0.95,0.81,0
STD01200,23,6.07,74.01,57.57,48.93,19,4.73,4,0.91,0.74,0
STD01201,19,4.19,83.09,62.51,57.16,13,11.59,4,0.66,0.87,0
STD01202,18,4.31,60.96,70.54,86.02,23,11.58,18,0.95,0.11,0
STD01203,23,4.85,55.64,59.14,47.48,14,4.74,18,0.46,0.97,1
STD01204,18,5.28,79.82,98.14,76.49,20,1.68,5,0.49,0.41,0
STD01205,19,7.99,74.23,95.98,77.55,19,0.67,9,0.24,0.99,0
STD01206,23,4.94,51.34,92.24,97.02,23,6.7,13,0.67,0.33,0
STD01207,20,4.71,69.02,65.31,85.39,7,6.45,16,0.78,0.52,0
STD01208,17,8.59,55.31,81.48,87.24,4,14.83,2,0.82,0.42,0
STD01209,21,8.03,76.57,94.17,69.55,12,7.31,0,0.32,0.42,0
STD01210,25,6.61,69.79,91.03,47.14,23,4.22,9,0.56,0.86,0
STD01211,24,7.3,80.66,64.86,62.66,14,13.42,2,0.34,0.77,0
STD01212,25,5.87,90.28,46.74,70.72,2,7.62,4,0.73,0.99,0
STD01213,25,6.9,64.98,44.54,79.1,1,9.19,18,0.33,0.65,0
STD01214,23,7.04,98.11,74.62,74.5,18,1.89,9,0.92,0.52,0
STD01215,20,6.32,76.78,78.56,60.61,20,6.05,15,0.38,0.18,0
STD01216,21,9.44,80.91,90.99,52.25,8,14.19,0,0.43,1.0,0
STD01217,17,4.1,84.03,57.55,45.94,3,9.05,5,0.88,0.6,0
STD01218,17,8.69,83.34,50.05,80.1,6,5.5,8,0.57,0.73,0
STD01219,19,4.75,75.55,62.74,76.95,22,9.57,4,0.22,0.47,0
STD01220,24,8.79,71.44,61.21,79.68,13,13.7,13,0.6,0.59,0
STD01221,18,7.7,52.69,47.95,59.21,9,4.47,9,0.27,0.95,0
STD01222,20,9.06,51.1,80.34,52.06,9,7.82,1,0.99,0.25,0
STD01223,18,4.59,67.9,70.52,84.38,20,14.4,4,0.67,0.36,0
STD01224,21,7.35,66.68,83.27,85.29,9,3.0,0,0.41,0.24,0
STD01225,25,7.01,69.38,61.16,64.62,15,10.94,9,0.65,0.81,0
STD01226,17,8.24,56.92,59.54,74.77,13,9.41,8,0.26,0.16,0
STD01227,21,7.21,86.91,68.35,59.28,22,10.36,2,0.84,0.17,0
STD01228,25,7.24,92.85,92.64,80.63,16,5.59,14,0.94,0.37,0
STD01229,17,6.58,96.94,42.42,89.32,2,5.05,3,0.9,0.56,0
STD01230,25,5.85,74.62,88.29,79.74,14,10.42,12,0.47,0.47,0
STD01231,24,6.89,85.04,62.14,68.32,6,3.63,5,0.46,0.14,0
STD01232,20,4.71,92.78,91.28,64.81,2,6.58,19,0.23,0.96,0
STD01233,21,9.77,70.91,88.13,76.75,8,3.23,16,0.72,0.96,0
STD01234,21,8.29,65.47,60.93,79.19,4,0.62,4,0.63,0.35,0
STD01235,22,9.71,96.84,81.63,71.32,21,14.57,14,0.57,0.76,0
STD01236,23,5.36,75.78,49.58,75.62,24,6.76,7,0.93,0.62,0
STD01237,24,9.28,74.86,93.78,41.28,14,14.56,4,0.33,0.31,0
STD01238,24,8.85,58.92,64.27,96.86,11,2.53,12,0.21,0.34,0
STD01239,18,8.06,55.41,67.34,86.4,24,9.02,0,0.26,0.54,0
STD01240,25,7.75,92.11,82.35,59.31,14,3.41,0,0.38,0.48,0
STD01241,23,5.9,80.71,89.25,71.58,12,11.96,6,0.23,0.36,0
STD01242,20,8.9,66.29,54.18,38.08,16,11.86,4,0.6,0.83,0
STD01243,20,7.01,59.59,79.68,37.68,6,2.13,13,0.45,0.53,0
STD01244,24,4.43,77.77,63.52,51.3,20,13.72,14,0.34,0.69,0
STD01245,20,5.88,79.2,62.12,79.83,1,3.32,16,0.8,0.27,0
STD01246,22,9.61,60.35,81.4,90.39,12,9.39,17,0.36,0.58,0
STD01247,21,9.1,92.57,63.23,71.35,7,14.79,6,0.75,0.39,0
STD01248,19,9.89,54.21,60.77,69.59,8,13.29,17,0.48,0.57,0
STD01249,18,7.77,67.8,90.15,61.15,9,14.37,18,0.61,0.8,0
STD01250,25,5.49,84.02,46.08,45.5,2,5.47,19,0.95,0.79,0
STD01251,25,4.98,63.71,80.55,42.69,17,2.03,6,0.23,0.42,1
STD01252,17,5.12,91.38,54.92,84.44,20,3.23,7,0.6,0.72,0
STD01253,19,4.12,86.99,40.93,95.29,13,7.76,12,0.88,0.95,0
STD01254,24,6.34,89.45,50.01,64.79,5,12.0,17,0.67,0.66,0
STD01255,22,5.15,55.96,76.4,77.86,10,2.68,10,0.42,0.23,1
STD01256,21,6.47,57.03,82.55,94.44,12,10.07,8,0.52,0.71,0
STD01257,21,9.61,64.32,41.26,40.86,17,5.19,0,0.74,0.19,0
STD01258,22,6.58,75.9,42.19,85.08,21,5.45,7,0.91,0.88,0
STD01259,23,9.27,87.4,94.15,75.09,6,10.1,11,0.23,0.56,0
STD01260,17,7.63,91.83,44.4,73.91,3,7.27,1,0.26,0.45,0
STD01261,25,5.48,85.22,93.65,54.02,15,12.27,14,0.46,0.15,0
STD01262,19,6.14,96.43,53.69,79.45,7,2.76,17,0.39,0.44,0
STD01263,20,4.5,86.94,84.4,86.66,6,11.95,16,0.41,0.91,0
STD01264,17,6.0,65.31,58.58,42.34,4,1.43,14,0.38,0.12,0
STD01265,19,8.07,63.25,91.53,69.68,19,3.31,19,0.36,0.53,0
STD01266,18,4.43,84.81,82.03,41.58,5,10.01,19,0.3,0.94,0
STD01267,18,5.23,59.64,64.11,91.72,3,12.9,8,0.95,0.46,0
STD01268,17,6.29,54.64,44.58,68.0,9,4.16,2,0.32,0.49,0
STD01269,24,9.89,76.61,83.96,87.52,6,5.24,19,0.36,0.62,0
STD01270,19,8.71,91.08,77.01,58.93,13,8.29,18,0.4,0.52,0
STD01271,19,8.4,55.07,40.17,43.13,22,3.57,17,0.95,0.25,0
STD01272,22,4.7,89.59,40.57,37.7,20,12.26,19,0.8,0.12,0
STD01273,24,8.69,90.58,88.53,53.3,4,11.72,7,0.83,0.65,0
STD01274,25,8.71,74.11,55.56,50.88,2,2.61,0,0.28,0.93,0
STD01275,25,7.61,52.87,78.17,71.42,4,7.23,14,0.87,0.2,0
STD01276,20,9.94,58.73,67.25,36.41,8,11.74,18,0.53,0.29,0
STD01277,21,5.95,85.37,91.81,68.84,13,5.39,9,0.41,0.43,0
STD01278,18,9.65,85.59,95.02,60.47,10,9.68,11,0.66,0.83,0
STD01279,25,9.49,94.92,99.81,72.51,18,1.23,5,0.86,0.34,0
STD01280,24,4.07,79.13,49.22,80.66,9,9.33,12,0.82,0.89,0
STD01281,19,6.7,56.21,91.78,76.22,1,2.71,3,0.91,0.15,0
STD01282,25,9.86,56.07,55.96,99.0,13,12.54,12,0.94,0.95,0
STD01283,19,4.62,86.06,75.45,43.99,18,5.65,16,0.39,0.6,0
STD01284,25,7.29,59.19,70.35,62.93,15,4.58,0,0.54,0.69,0
STD01285,18,9.87,66.42,41.08,62.61,2,12.69,4,0.21,0.43,0
STD01286,25,7.33,74.36,95.97,62.11,11,1.23,16,0.9,0.8,0
STD01287,24,5.14,51.24,44.7,78.15,14,6.25,17,0.32,0.25,1
STD01288,25,7.49,62.44,81.29,66.84,22,5.87,6,0.89,0.14,0
STD01289,21,5.23,70.39,87.1,68.63,15,4.63,15,0.46,0.46,0
STD01290,18,7.12,63.98,87.72,63.1,14,13.72,7,0.49,0.87,0
STD01291,24,4.44,56.82,48.13,99.46,16,11.39,11,0.23,0.78,1
STD01292,22,7.63,86.4,66.85,95.29,23,1.43,13,0.46,0.57,0
STD01293,24,7.1,90.66,89.77,55.0,15,10.86,18,0.91,0.61,0
STD01294,21,8.44,62.87,58.16,42.25,19,8.15,10,0.22,0.22,0
STD01295,18,7.78,88.72,68.06,89.58,9,13.56,11,0.53,0.86,0
STD01296,22,7.3,69.28,56.37,99.82,5,5.04,12,0.23,0.81,0
STD01297,21,8.14,75.33,67.81,54.02,5,8.83,7,0.5,0.69,0
STD01298,21,4.86,92.8,93.27,58.26,11,7.76,0,0.34,0.52,0
STD01299,17,7.57,87.5,67.31,96.21,20,7.6,8,0.4,0.97,0
STD01300,18,5.03,90.26,73.35,81.22,24,7.11,1,0.9,0.89,0
STD01301,24,9.55,56.84,64.24,54.22,4,3.48,13,0.55,0.68,0
STD01302,19,4.41,53.49,67.61,72.77,20,11.46,12,0.42,0.43,1
STD01303,19,6.58,94.67,40.91,96.37,18,7.04,15,0.67,0.66,0
STD01304,24,8.17,69.39,57.02,87.77,3,14.4,1,0.31,0.62,0
STD01305,24,6.75,64.39,66.19,83.22,4,4.28,3,0.41,0.45,0
STD01306,18,4.55,86.23,78.03,82.9,14,10.4,11,0.64,0.38,0
STD01307,24,7.32,91.82,67.0,46.57,7,14.14,15,0.39,0.47,0
STD01308,17,7.85,93.12,60.27,88.6,8,10.12,9,0.74,0.62,0
STD01309,22,8.22,65.8,63.29,52.95,24,13.13,2,0.59,0.49,0
STD01310,24,6.24,92.61,54.54,95.47,16,12.5,3,0.82,0.34,0
STD01311,19,7.38,52.05,95.47,58.7,20,5.72,5,0.96,0.78,0
STD01312,24,6.7,52.48,71.3,90.75,15,9.2,4,0.29,0.58,0
STD01313,17,8.03,81.18,40.8,52.31,7,2.77,17,0.47,0.16,0
STD01314,25,7.5,53.16,41.17,68.44,17,8.27,2,0.46,0.43,0
STD01315,25,7.15,66.23,98.38,41.95,22,3.84,9,0.32,0.9,0
STD01316,21,5.5,83.64,53.29,77.91,22,11.28,10,0.85,0.78,0
STD01317,20,4.01,66.86,88.34,89.35,22,8.16,18,0.81,0.39,0
STD01318,22,5.04,58.98,43.5,81.7,12,6.46,13,0.59,0.94,0
STD01319,23,4.7,64.07,95.27,69.01,18,4.4,10,0.63,0.17,0
STD01320,21,6.69,72.88,92.47,37.93,24,14.98,3,0.25,0.97,0
STD01321,25,7.67,73.77,74.27,95.67,14,1.54,5,0.64,0.32,0
STD01322,19,5.28,89.15,40.54,80.86,15,1.13,16,0.83,0.11,0
STD01323,23,9.63,87.51,55.47,83.48,15,3.65,18,0.66,0.49,0
STD01324,21,4.04,72.84,64.41,86.65,5,14.58,12,0.41,0.42,0
STD01325,23,8.63,92.28,67.6,83.6,16,14.7,9,0.73,0.59,0
STD01326,18,7.75,55.71,57.86,63.67,5,10.0,10,0.49,0.82,0
STD01327,20,6.24,62.77,41.98,82.69,2,13.26,5,0.64,0.86,0
STD01328,18,4.3,91.4,75.41,75.63,20,3.6,1,0.59,0.46,0
STD01329,23,7.76,68.9,71.45,90.51,9,14.59,0,0.5,0.49,0
STD01330,18,6.31,99.06,56.98,87.16,22,2.57,10,0.78,0.23,0
STD01331,17,9.62,73.31,42.28,37.69,9,1.97,15,0.91,0.14,0
STD01332,25,7.25,89.6,99.68,59.63,4,2.13,2,0.2,0.68,0
STD01333,17,9.64,70.12,68.92,37.26,15,8.81,4,0.95,0.16,0
STD01334,24,5.32,71.25,85.36,41.63,11,11.82,14,0.61,0.76,0
STD01335,18,8.35,69.14,67.14,74.09,1,5.82,14,0.76,0.59,0
STD01336,24,7.7,85.95,42.59,91.8,18,14.68,3,0.88,0.28,0
STD01337,19,8.44,77.38,58.58,42.79,1,6.8,3,0.57,0.59,0
STD01338,22,5.29,97.19,59.21,64.32,8,2.68,7,0.87,0.26,0
STD01339,19,7.99,62.54,90.3,94.21,16,7.26,6,0.34,0.49,0
STD01340,23,6.99,55.03,79.25,87.93,22,10.35,16,0.33,0.82,0
STD01341,25,8.46,69.66,56.53,68.78,18,12.57,14,0.73,0.52,0
STD01342,18,5.96,80.84,98.06,85.15,22,7.15,4,0.9,0.23,0
STD01343,21,9.34,93.04,59.29,68.98,9,9.11,12,0.91,0.75,0
STD01344,22,4.51,67.31,99.89,45.28,12,4.38,3,0.71,0.27,0
STD01345,20,8.84,82.69,99.77,43.11,19,9.87,16,0.62,0.76,0
STD01346,20,9.17,67.51,51.47,47.24,18,14.8,16,0.47,0.53,0
STD01347,20,8.9,80.86,58.76,57.81,5,1.21,13,0.98,0.51,0
STD01348,18,7.08,94.24,69.16,95.48,2,13.35,13,0.46,0.87,0
STD01349,20,6.63,61.57,79.85,86.98,7,8.65,16,0.8,0.74,0
STD01350,17,9.98,70.21,71.68,63.13,10,4.16,7,0.63,0.13,0
STD01351,22,5.38,99.66,98.17,67.05,15,14.35,1,0.69,0.37,0
STD01352,17,7.28,93.43,83.44,52.26,7,7.51,12,0.51,0.88,0
STD01353,22,8.02,78.23,52.72,80.78,5,5.31,15,0.97,0.12,0
